Job_Type,Quantity,Color_Type (BW / Full Color),Material_Type,Requested_Deadline_Date,Order_Request_Date,Current_Queued_Jobs_Count,Active_Machines_Count,Total_Machines_Count,Available_Staff_Count,Total_Staff_Count,Delay_Risk_Level
Stickers,,Full Color,Matte Paper,2017-03-25,2017-03-18,121,6,7,9,11,Medium
Brochures,,Full Color,Glossy Paper,2017-08-12,2017-08-09,27,6,8,10,11,
Brochures,,Full Color,Cardboard,2017-12-10,2017-12-04,80,3,4,8,10,Medium
Brochures,,BW,Canvas,2023-10-25,2023-10-18,95,6,8,8,10,Low
,,BW,Matte Paper,2017-01-17,2017-01-14,147,3,5,8,10,Medium
Brochures,,Full Color,Matte Paper,2020-09-29,2020-09-28,27,4,6,10,11,Medium
Stickers,,,Matte Paper,2015-09-05,2015-08-31,157,5,7,12,13,
Flyers,519,Full Color,Matte Paper,2018-03-14,2018-03-09,195,5,7,11,12,
Banners,,Full Color,Matte Paper,2022-04-03,2022-03-29,118,5,6,9,11,Medium
Business Cards,,Full Color,Glossy Paper,2015-10-07,2015-10-03,32,5,7,8,9,Medium
,647,BW,Matte Paper,2015-01-15,2015-01-08,104,6,7,10,11,Medium
Flyers,722,BW,Canvas,2020-05-15,2020-05-12,151,4,6,8,10,Low
Posters,,Full Color,Canvas,2017-03-21,2017-03-20,193,4,6,11,12,Low
Banners,,Full Color,Cardboard,2024-08-31,2024-08-24,23,6,8,9,11,High
Flyers,,Full Color,Cardboard,2017-07-17,2017-07-16,57,3,5,9,11,Medium
Posters,92,Full Color,Matte Paper,2017-05-14,2017-05-11,77,5,6,9,11,Medium
Posters,,BW,Glossy Paper,2025-03-24,2025-03-19,6,5,6,11,12,High
Banners,,Full Color,,2025-06-11,2025-06-08,154,5,7,9,10,Medium
Flyers,562,BW,Canvas,2016-04-01,2016-03-30,154,5,7,9,11,Medium
Banners,232,Full Color,Vinyl,2024-01-26,2024-01-22,62,4,6,10,12,Low
Flyers,,BW,Vinyl,2025-09-01,2025-08-28,7,6,8,10,12,Low
Flyers,,,,2022-07-16,2022-07-12,43,3,4,12,13,
Stickers,,BW,Canvas,2017-09-10,2017-09-08,14,5,6,9,10,High
Business Cards,,Full Color,Cardboard,2021-06-10,2021-06-09,169,3,5,8,9,Medium
Brochures,131,Full Color,,2024-01-10,2024-01-08,55,5,6,10,11,
Banners,144,Full Color,Glossy Paper,2016-08-26,2016-08-22,82,5,6,9,11,Low
Posters,186,Full Color,Cardboard,2019-04-05,2019-04-02,43,6,8,10,12,Low
Stickers,,Full Color,Glossy Paper,2015-08-23,2015-08-20,43,5,6,9,11,Low
Brochures,,Full Color,Glossy Paper,2022-07-11,2022-07-05,187,5,7,11,13,Medium
Business Cards,663,Full Color,Canvas,2016-01-04,2016-01-02,146,6,7,9,10,Low
Brochures,712,BW,Vinyl,2025-01-02,2025-01-01,133,5,6,11,13,
Flyers,801,BW,Matte Paper,2018-04-21,2018-04-17,,5,7,11,12,Medium
Business Cards,451,Full Color,,2019-06-05,2019-06-01,,5,6,11,12,Low
Stickers,,Full Color,Cardboard,2019-04-27,2019-04-20,40,5,6,10,12,Medium
Business Cards,,Full Color,,2017-11-07,2017-11-05,58,6,7,12,13,High
Brochures,493,Full Color,Vinyl,2018-11-28,2018-11-26,50,4,5,10,12,Medium
Stickers,874,Full Color,Vinyl,2015-06-26,2015-06-20,18,5,6,8,9,High
,596,,Vinyl,2018-05-30,2018-05-23,140,5,7,11,13,Medium
Posters,66,,Canvas,2022-02-25,2022-02-18,49,6,8,10,12,High
Brochures,,Full Color,Canvas,2017-03-01,2017-02-24,24,6,7,9,10,Low
Banners,,BW,,2023-05-15,2023-05-08,41,5,7,11,13,Low
Flyers,,Full Color,Canvas,2026-01-06,2025-12-31,137,5,6,10,11,Medium
Stickers,,,,2020-07-27,2020-07-22,76,4,5,11,13,Medium
Brochures,,Full Color,Matte Paper,2024-10-22,2024-10-16,53,5,7,11,12,High
Banners,,,Canvas,2017-08-17,2017-08-11,152,6,7,9,11,
Stickers,847,Full Color,Glossy Paper,2018-01-08,2018-01-02,41,6,8,9,10,Low
Flyers,87,BW,Vinyl,2020-02-16,2020-02-14,66,6,7,10,11,High
Posters,,Full Color,Cardboard,2020-07-23,2020-07-17,113,3,4,10,12,Medium
Flyers,,BW,Canvas,2018-11-01,2018-10-30,196,6,8,8,9,Low
Stickers,575,BW,Cardboard,2016-10-03,2016-10-02,168,6,7,9,11,Medium
Posters,,Full Color,Cardboard,2020-01-08,2020-01-02,14,4,6,9,11,Medium
Business Cards,512,Full Color,Glossy Paper,2016-06-30,2016-06-23,116,5,7,10,11,Medium
Flyers,,BW,Glossy Paper,2023-07-06,2023-07-04,31,6,7,8,10,Low
Business Cards,352,BW,Canvas,2024-01-20,2024-01-16,133,5,6,9,10,Medium
Flyers,826,,Cardboard,2015-12-15,2015-12-09,,7,9,10,12,High
Brochures,673,Full Color,Vinyl,2025-10-28,2025-10-22,5,5,6,8,9,Medium
Stickers,,BW,Vinyl,2016-10-01,2016-09-28,144,5,6,9,10,High
Business Cards,,BW,Cardboard,2015-03-22,2015-03-20,34,6,8,11,13,Medium
,337,Full Color,Vinyl,2022-03-10,2022-03-05,146,5,6,10,11,Low
Flyers,,BW,Canvas,2025-05-29,2025-05-28,182,6,7,9,10,
Brochures,,BW,Canvas,2022-06-17,2022-06-15,39,5,7,11,13,Medium
Brochures,903,Full Color,Vinyl,2015-07-11,2015-07-10,97,5,6,9,10,
,676,BW,Canvas,2019-01-30,2019-01-26,73,3,4,10,12,Medium
Flyers,,Full Color,,2019-02-20,2019-02-18,20,4,5,9,10,High
Business Cards,,Full Color,Canvas,2022-06-24,2022-06-19,18,5,6,11,13,High
,,Full Color,Canvas,2024-10-23,2024-10-21,18,6,7,9,10,Medium
Stickers,762,Full Color,Glossy Paper,2018-05-07,2018-05-01,75,4,5,9,11,Low
,,Full Color,Cardboard,2025-11-28,2025-11-22,44,4,6,10,12,Low
Business Cards,,Full Color,,2017-01-17,2017-01-11,74,4,5,10,12,Low
,896,BW,Canvas,2022-09-08,2022-09-03,93,5,6,10,11,Low
Flyers,107,Full Color,Vinyl,2019-09-13,2019-09-11,111,7,8,10,11,Medium
Stickers,462,Full Color,Cardboard,2023-07-30,2023-07-27,,5,7,10,11,Medium
Business Cards,,BW,Matte Paper,2024-02-22,2024-02-17,100,5,6,11,13,Low
Brochures,,BW,Cardboard,2017-04-04,2017-03-29,47,5,7,10,11,Medium
Stickers,877,Full Color,Vinyl,2022-06-06,2022-06-03,171,3,5,9,11,High
,,Full Color,Canvas,2020-03-16,2020-03-14,41,5,7,11,12,Medium
Brochures,337,Full Color,Glossy Paper,2015-08-14,2015-08-07,193,5,7,11,12,High
Banners,235,Full Color,,2016-03-06,2016-03-05,179,5,7,12,13,High
,,BW,Canvas,2025-10-31,2025-10-25,165,6,7,10,12,Medium
Flyers,,BW,Cardboard,2019-12-09,2019-12-04,101,6,7,10,11,Low
Business Cards,582,BW,Matte Paper,2023-04-09,2023-04-06,76,6,7,11,12,Medium
Banners,153,BW,Vinyl,2025-06-12,2025-06-11,21,6,7,8,9,Medium
Flyers,471,Full Color,Canvas,2019-11-20,2019-11-18,,7,9,11,12,High
Banners,,BW,Vinyl,2025-08-19,2025-08-16,70,5,7,9,10,Medium
Flyers,299,,Vinyl,2016-11-12,2016-11-07,134,3,5,8,10,Low
Business Cards,,BW,Matte Paper,2021-02-16,2021-02-09,167,5,7,9,10,Low
Stickers,,,Vinyl,2015-08-01,2015-07-27,104,6,8,10,12,Low
Brochures,,BW,Vinyl,2022-11-09,2022-11-05,51,3,5,8,10,High
Posters,,BW,,2024-01-29,2024-01-26,,3,4,8,10,Medium
Stickers,,BW,Canvas,2019-11-08,2019-11-01,24,3,4,10,12,Low
Brochures,624,,Canvas,2019-04-09,2019-04-03,72,5,6,10,11,Medium
Stickers,,Full Color,Matte Paper,2021-04-13,2021-04-10,93,5,6,11,12,Medium
Business Cards,,BW,Glossy Paper,2020-06-11,2020-06-08,23,4,6,9,11,
Stickers,,BW,Vinyl,2015-08-29,2015-08-26,38,3,5,9,11,Low
Brochures,,Full Color,Glossy Paper,2021-07-26,2021-07-20,96,5,7,8,9,Low
Stickers,319,BW,Glossy Paper,2021-06-19,2021-06-15,121,4,5,10,12,Medium
Banners,72,BW,Vinyl,2018-08-01,2018-07-31,160,4,5,9,11,Medium
Stickers,,Full Color,Vinyl,2019-12-31,2019-12-25,189,5,6,9,11,Low
Business Cards,786,BW,,2024-12-06,2024-12-03,97,5,6,10,11,High
Brochures,,Full Color,Vinyl,2025-02-07,2025-02-03,188,4,5,11,12,
Brochures,,BW,Vinyl,2019-07-05,2019-07-01,,5,6,8,10,Medium
Posters,,Full Color,Glossy Paper,2018-11-12,2018-11-06,56,4,6,10,11,Medium
Stickers,,BW,Matte Paper,2016-08-07,2016-07-31,83,6,7,9,10,
Banners,,Full Color,Cardboard,2025-09-16,2025-09-14,144,4,5,9,10,Medium
Business Cards,588,BW,Vinyl,2022-04-13,2022-04-06,,4,5,9,10,Medium
Banners,,BW,,2024-05-19,2024-05-12,16,6,8,10,11,High
Flyers,535,BW,Canvas,2023-05-06,2023-04-30,88,5,6,10,11,High
Brochures,833,BW,Vinyl,2020-01-03,2019-12-30,87,4,5,11,13,High
Business Cards,,Full Color,Glossy Paper,2024-07-01,2024-06-24,79,3,5,11,13,Medium
Brochures,968,Full Color,Canvas,2022-02-24,2022-02-22,118,6,7,10,11,High
Brochures,217,Full Color,Glossy Paper,2022-03-25,2022-03-23,132,6,7,9,10,Low
Stickers,147,Full Color,,2015-03-05,2015-02-28,11,4,6,11,12,Medium
Flyers,,BW,Matte Paper,2015-04-17,2015-04-14,95,5,7,11,12,Low
Business Cards,136,BW,Glossy Paper,2017-03-06,2017-02-27,73,3,4,11,13,Low
,56,Full Color,Cardboard,2017-01-17,2017-01-11,117,5,7,8,10,Low
Flyers,985,Full Color,Vinyl,2024-09-11,2024-09-04,128,3,5,11,12,Low
Banners,,Full Color,Cardboard,2021-06-11,2021-06-06,19,4,5,11,12,Medium
Stickers,,Full Color,Cardboard,2016-07-14,2016-07-08,161,3,5,10,12,Low
Posters,274,BW,Canvas,2024-05-09,2024-05-05,112,5,7,11,13,Medium
Stickers,571,,Vinyl,2018-01-16,2018-01-12,166,5,6,11,12,Medium
Business Cards,992,BW,,2024-02-14,2024-02-13,52,5,7,10,12,High
Stickers,,BW,Matte Paper,2016-03-10,2016-03-03,43,3,4,11,12,Low
Brochures,457,BW,Matte Paper,2021-07-25,2021-07-18,53,4,6,11,12,Medium
Business Cards,,Full Color,Cardboard,2020-01-04,2020-01-01,74,6,8,11,12,High
Brochures,,BW,Canvas,2020-11-14,2020-11-13,170,4,5,11,12,Medium
Stickers,,BW,Matte Paper,2020-02-28,2020-02-21,49,5,7,10,11,Medium
,82,Full Color,Cardboard,2017-06-05,2017-06-02,59,4,6,8,10,Medium
Banners,207,Full Color,Glossy Paper,2016-05-06,2016-04-30,32,5,7,8,10,High
Business Cards,,Full Color,Canvas,2016-08-28,2016-08-26,167,5,7,11,13,Medium
Banners,,Full Color,Vinyl,2020-06-21,2020-06-17,11,7,9,9,11,Medium
Business Cards,,Full Color,Glossy Paper,2021-11-04,2021-10-31,176,3,4,9,11,High
Stickers,465,BW,Canvas,2022-09-25,2022-09-18,174,3,5,10,12,High
Brochures,338,Full Color,Vinyl,2021-10-07,2021-10-04,150,5,6,9,10,Low
Flyers,,BW,Vinyl,2024-02-18,2024-02-14,181,6,8,10,12,Medium
Brochures,,BW,Cardboard,2023-03-09,2023-03-08,150,7,9,11,12,High
Business Cards,577,Full Color,Vinyl,2023-09-23,2023-09-18,,5,6,9,10,Medium
Posters,,Full Color,Matte Paper,2019-06-13,2019-06-11,185,5,7,10,12,High
Business Cards,,Full Color,Cardboard,2024-02-22,2024-02-17,125,5,7,10,12,Medium
Stickers,362,Full Color,Canvas,2017-08-09,2017-08-02,124,5,7,10,11,Low
Flyers,,Full Color,Matte Paper,2018-06-18,2018-06-16,64,5,7,9,11,Medium
,,BW,Cardboard,2018-04-10,2018-04-03,12,6,7,11,12,
,,,Glossy Paper,2015-06-27,2015-06-25,175,5,6,10,11,High
Brochures,,Full Color,Cardboard,2022-06-22,2022-06-17,142,5,7,9,10,Low
Banners,,Full Color,,2018-08-17,2018-08-10,5,5,6,10,11,High
Flyers,,Full Color,Matte Paper,2021-09-01,2021-08-27,,5,6,11,13,Medium
Stickers,,BW,Cardboard,2025-07-15,2025-07-11,113,5,7,10,11,Medium
Banners,,Full Color,Matte Paper,2024-03-25,2024-03-21,159,5,7,10,11,High
Business Cards,597,BW,Matte Paper,2015-12-03,2015-11-30,,3,4,10,11,High
,,Full Color,Vinyl,2023-09-14,2023-09-13,71,4,5,9,10,High
Banners,,Full Color,Glossy Paper,2017-07-21,2017-07-19,94,5,6,8,10,Medium
Brochures,624,Full Color,Cardboard,2016-07-19,2016-07-14,189,6,7,8,9,Low
Flyers,,Full Color,Matte Paper,2017-11-27,2017-11-24,76,4,5,8,9,Medium
Posters,,Full Color,Canvas,2023-04-26,2023-04-24,47,5,6,10,11,Medium
Banners,,Full Color,Glossy Paper,2025-02-13,2025-02-09,196,4,6,8,9,Medium
Stickers,,,Vinyl,2024-04-26,2024-04-21,126,3,5,11,12,Low
Flyers,485,,Cardboard,2024-08-11,2024-08-04,34,7,8,12,13,Low
Business Cards,161,BW,Canvas,2020-09-18,2020-09-15,106,6,8,10,12,Medium
Banners,,BW,Canvas,2022-01-07,2022-01-03,78,3,5,10,12,Low
Stickers,717,BW,Matte Paper,2026-01-25,2026-01-24,171,5,6,9,11,Medium
,,BW,Cardboard,2016-06-22,2016-06-18,150,4,5,10,11,Medium
Posters,,Full Color,Glossy Paper,2022-09-27,2022-09-21,120,7,8,10,12,Low
Brochures,400,BW,Canvas,2020-03-18,2020-03-16,164,4,6,9,11,Medium
Banners,,Full Color,Cardboard,2015-01-29,2015-01-27,,4,5,9,11,High
Business Cards,715,BW,Cardboard,2019-08-07,2019-08-02,171,5,7,10,12,Low
,767,Full Color,Canvas,2019-07-19,2019-07-17,28,6,8,10,12,Low
Business Cards,340,Full Color,Glossy Paper,2023-10-14,2023-10-09,32,4,5,10,12,High
Banners,,Full Color,Cardboard,2019-10-09,2019-10-08,189,5,7,11,12,Medium
Brochures,893,BW,Cardboard,2015-02-15,2015-02-11,58,3,4,11,12,Medium
Stickers,,Full Color,Cardboard,2019-09-15,2019-09-11,95,6,7,9,11,Medium
Brochures,171,BW,Vinyl,2024-02-19,2024-02-14,132,3,5,11,12,High
Brochures,71,Full Color,Glossy Paper,2021-03-14,2021-03-10,124,6,7,10,12,High
Brochures,,Full Color,Glossy Paper,2024-09-17,2024-09-14,124,5,6,11,13,Low
Banners,,Full Color,Matte Paper,2016-12-06,2016-12-02,99,5,6,11,12,High
Banners,,BW,Cardboard,2018-12-27,2018-12-25,102,7,8,9,11,Medium
Stickers,589,Full Color,Glossy Paper,2020-10-31,2020-10-28,119,7,8,9,11,Low
Banners,,Full Color,Canvas,2018-06-08,2018-06-05,145,5,6,10,11,High
Stickers,162,BW,Canvas,2023-09-08,2023-09-02,84,3,5,8,9,Medium
Stickers,104,Full Color,Canvas,2017-07-12,2017-07-07,25,5,6,10,11,Medium
,232,Full Color,Canvas,2022-01-11,2022-01-07,,5,7,10,11,High
Business Cards,,Full Color,Canvas,2018-12-25,2018-12-20,,5,6,9,11,High
Posters,284,Full Color,Matte Paper,2025-08-24,2025-08-19,68,5,6,10,12,Low
Stickers,122,Full Color,Vinyl,2023-01-20,2023-01-19,48,3,5,10,11,Low
Flyers,,Full Color,Canvas,2019-12-28,2019-12-26,123,5,7,8,9,High
Flyers,,BW,Glossy Paper,2024-07-11,2024-07-06,198,5,6,10,12,Medium
Banners,,BW,Glossy Paper,2025-05-26,2025-05-23,27,3,4,10,12,High
Business Cards,426,Full Color,Vinyl,2023-07-28,2023-07-24,53,5,7,10,12,High
Flyers,828,Full Color,Glossy Paper,2017-06-04,2017-05-30,159,5,7,10,12,Medium
Flyers,,,Glossy Paper,2017-09-04,2017-08-29,183,5,7,10,11,High
Banners,158,BW,Matte Paper,2025-08-01,2025-07-27,186,3,5,8,10,Medium
Posters,,,Vinyl,2022-08-26,2022-08-20,6,5,6,11,12,
Posters,,Full Color,Vinyl,2015-02-05,2015-01-30,35,4,6,10,12,High
Business Cards,538,BW,Glossy Paper,2019-03-28,2019-03-21,59,5,6,10,11,High
Stickers,,BW,Cardboard,2015-08-16,2015-08-09,156,6,8,9,11,Medium
Stickers,,Full Color,Cardboard,2020-07-09,2020-07-06,,5,6,9,10,
Stickers,402,Full Color,Glossy Paper,2019-02-28,2019-02-26,71,3,5,11,12,Medium
Posters,,BW,Cardboard,2018-07-02,2018-06-30,166,5,6,9,10,Low
Posters,243,BW,Canvas,2024-04-19,2024-04-15,67,7,9,10,11,High
Stickers,,BW,,2017-10-24,2017-10-17,154,4,6,10,11,Medium
Brochures,,Full Color,,2025-07-10,2025-07-09,160,6,8,10,12,Low
Stickers,,Full Color,,2020-02-08,2020-02-06,93,5,7,8,10,Medium
Stickers,686,BW,Glossy Paper,2024-07-18,2024-07-15,191,6,7,9,11,Low
Flyers,849,Full Color,Vinyl,2016-03-17,2016-03-13,134,4,6,8,10,Medium
Business Cards,332,,Canvas,2017-02-28,2017-02-21,103,4,6,10,12,Medium
Brochures,904,BW,,2023-03-23,2023-03-16,9,6,8,11,13,Low
,666,Full Color,Vinyl,2015-08-14,2015-08-08,192,4,5,9,11,High
Brochures,,BW,Canvas,2025-10-12,2025-10-08,78,3,4,11,12,Medium
,,BW,Vinyl,2025-12-01,2025-11-28,105,5,7,9,10,Low
Brochures,,BW,Glossy Paper,2016-01-17,2016-01-15,199,3,4,11,13,
Stickers,695,Full Color,Glossy Paper,2022-10-28,2022-10-22,137,6,7,10,11,Medium
Business Cards,990,Full Color,Matte Paper,2022-08-25,2022-08-22,141,5,6,9,10,Medium
,392,BW,Cardboard,2020-11-04,2020-10-28,164,6,8,10,11,Medium
Flyers,87,Full Color,Cardboard,2020-12-25,2020-12-23,139,6,7,10,11,
Stickers,300,BW,,2025-05-09,2025-05-02,12,3,4,9,11,High
Flyers,313,Full Color,Cardboard,2025-09-27,2025-09-24,119,4,6,8,10,Low
Banners,,,Canvas,2020-10-08,2020-10-07,154,6,8,9,11,Low
Flyers,,,Glossy Paper,2022-01-12,2022-01-10,171,5,7,11,13,Medium
Brochures,,BW,Matte Paper,2025-09-22,2025-09-20,97,7,8,11,12,High
Brochures,,Full Color,Vinyl,2024-01-23,2024-01-22,129,5,7,9,11,Medium
Business Cards,,BW,,2015-03-24,2015-03-20,128,3,4,10,11,Low
Flyers,,Full Color,Vinyl,2019-11-20,2019-11-14,46,6,7,8,10,Medium
Flyers,,BW,Matte Paper,2017-09-15,2017-09-12,7,3,5,9,10,Medium
Banners,,BW,Vinyl,2019-07-14,2019-07-08,141,3,5,10,11,High
Business Cards,318,Full Color,Vinyl,2019-06-20,2019-06-14,75,5,7,10,11,Medium
Flyers,139,Full Color,Matte Paper,2017-08-27,2017-08-22,18,6,8,8,9,Medium
Brochures,,BW,Cardboard,2017-04-12,2017-04-08,46,5,7,11,13,Medium
Stickers,480,BW,Vinyl,2022-05-03,2022-04-27,19,4,6,9,11,Medium
Stickers,,Full Color,Matte Paper,2021-11-10,2021-11-04,51,4,5,11,12,Low
Business Cards,502,Full Color,Matte Paper,2019-09-19,2019-09-15,43,4,6,10,12,Medium
Brochures,545,Full Color,Matte Paper,2018-05-14,2018-05-13,104,4,5,9,11,High
Business Cards,,BW,Cardboard,2025-05-09,2025-05-06,107,4,5,10,12,Medium
Flyers,435,Full Color,Matte Paper,2016-05-13,2016-05-12,154,5,6,9,10,High
Brochures,,Full Color,Canvas,2024-01-20,2024-01-19,98,6,7,9,10,Medium
Stickers,860,Full Color,Matte Paper,2018-03-15,2018-03-10,29,4,5,8,9,Low
,932,Full Color,,2022-04-25,2022-04-21,140,4,5,9,10,Medium
Brochures,,BW,Canvas,2024-09-01,2024-08-28,28,6,8,8,9,Medium
Business Cards,,Full Color,Matte Paper,2021-07-18,2021-07-14,85,5,6,10,11,Medium
Brochures,,BW,Glossy Paper,2025-11-14,2025-11-07,106,6,7,8,9,Medium
Flyers,,Full Color,,2025-07-30,2025-07-26,170,4,5,9,10,Low
,,,Canvas,2026-01-06,2026-01-04,38,3,5,11,12,High
,,,Cardboard,2025-02-16,2025-02-12,135,5,6,11,13,High
Brochures,,Full Color,Matte Paper,2024-04-11,2024-04-10,110,5,6,9,10,Low
Stickers,236,Full Color,Cardboard,2023-08-17,2023-08-13,90,5,7,10,12,Medium
Brochures,,Full Color,Glossy Paper,2020-08-03,2020-07-28,153,5,7,10,11,High
Business Cards,,Full Color,Matte Paper,2024-12-02,2024-11-26,108,4,6,9,10,Low
Stickers,379,Full Color,Vinyl,2017-10-07,2017-10-02,6,5,6,9,11,Medium
Flyers,922,Full Color,Matte Paper,2021-09-15,2021-09-09,7,5,7,11,12,Low
Posters,,BW,Vinyl,2017-03-21,2017-03-14,162,5,7,10,11,Medium
Banners,,Full Color,Canvas,2024-09-20,2024-09-16,,5,7,11,12,Low
Stickers,271,Full Color,Canvas,2022-12-09,2022-12-02,44,5,6,10,11,High
Banners,,BW,Matte Paper,2017-05-24,2017-05-21,92,4,6,10,11,Low
Business Cards,56,Full Color,,2015-04-28,2015-04-25,105,4,5,10,12,Low
Brochures,337,Full Color,Vinyl,2024-02-19,2024-02-12,198,5,6,10,12,Medium
Business Cards,,Full Color,,2017-05-04,2017-04-29,14,3,5,10,12,High
,619,BW,Matte Paper,2017-01-28,2017-01-26,16,5,6,8,10,Medium
Posters,159,Full Color,,2015-02-02,2015-01-31,72,6,7,10,12,
Flyers,781,BW,Canvas,2021-08-07,2021-08-02,8,4,5,10,12,High
Banners,124,BW,Cardboard,2025-06-14,2025-06-08,142,3,5,8,10,Low
Posters,,Full Color,Glossy Paper,2023-10-08,2023-10-05,159,7,8,10,12,
Banners,,BW,,2021-05-12,2021-05-06,192,4,6,11,13,Low
Flyers,,Full Color,Matte Paper,2018-12-09,2018-12-07,169,3,4,12,13,Medium
Brochures,454,Full Color,Glossy Paper,2016-11-21,2016-11-20,28,4,6,11,12,Low
Business Cards,931,Full Color,,2018-05-01,2018-04-29,15,5,6,9,11,Medium
Flyers,165,Full Color,Glossy Paper,2016-04-06,2016-04-01,138,4,5,9,11,Medium
Business Cards,346,BW,Glossy Paper,2015-03-10,2015-03-09,198,5,7,9,11,Medium
Business Cards,65,Full Color,Vinyl,2020-02-08,2020-02-06,136,5,6,10,12,Medium
Business Cards,981,BW,Cardboard,2019-12-14,2019-12-11,119,3,5,11,12,Low
,,Full Color,Vinyl,2016-04-13,2016-04-11,90,4,6,11,12,High
,854,Full Color,Glossy Paper,2015-05-11,2015-05-08,179,5,6,11,13,Low
,,Full Color,Vinyl,2025-06-27,2025-06-22,163,5,7,8,9,Medium
Business Cards,,BW,Matte Paper,2018-06-26,2018-06-21,32,3,4,8,9,Medium
Brochures,522,Full Color,Glossy Paper,2020-04-15,2020-04-12,25,4,6,11,12,Medium
Stickers,117,BW,Glossy Paper,2018-11-23,2018-11-20,148,5,7,11,12,Medium
,726,,Cardboard,2024-01-17,2024-01-14,54,6,8,10,12,High
,715,BW,Cardboard,2024-03-08,2024-03-06,49,4,5,10,11,Low
Business Cards,,Full Color,Cardboard,2023-09-14,2023-09-09,182,5,6,10,12,Medium
Business Cards,,BW,Glossy Paper,2022-03-27,2022-03-25,139,4,5,10,11,High
Stickers,,BW,Glossy Paper,2015-03-04,2015-02-28,75,4,5,9,10,Low
Brochures,384,Full Color,Cardboard,2015-04-14,2015-04-13,12,3,5,10,11,
Posters,,BW,Matte Paper,2016-02-22,2016-02-16,,6,7,10,12,Low
Posters,239,Full Color,Vinyl,2015-07-04,2015-07-02,69,5,6,9,10,Medium
Business Cards,,Full Color,Vinyl,2023-09-24,2023-09-23,75,6,8,12,14,Low
Brochures,,Full Color,Matte Paper,2020-08-10,2020-08-08,,5,6,9,10,Medium
Brochures,602,BW,Glossy Paper,2017-08-21,2017-08-14,96,6,7,10,12,High
Banners,285,Full Color,Vinyl,2025-04-08,2025-04-05,25,4,6,10,12,
,976,BW,,2016-03-19,2016-03-12,176,4,5,10,12,Low
Stickers,,BW,Cardboard,2020-01-20,2020-01-14,128,7,8,9,11,High
Banners,,Full Color,Vinyl,2024-02-10,2024-02-04,90,5,6,10,11,High
Flyers,228,Full Color,Cardboard,2019-01-17,2019-01-10,170,6,7,8,10,Medium
Banners,,,,2018-09-29,2018-09-28,38,3,4,9,10,Medium
Posters,,Full Color,Matte Paper,2022-11-08,2022-11-05,191,4,6,9,10,Medium
Brochures,,Full Color,,2017-10-23,2017-10-19,131,5,6,8,10,Low
Business Cards,,Full Color,Canvas,2024-11-10,2024-11-07,174,3,4,11,13,Low
Brochures,223,Full Color,Cardboard,2021-03-05,2021-02-28,67,5,6,10,12,Medium
,923,Full Color,Vinyl,2019-02-03,2019-01-29,48,5,6,9,11,Low
Business Cards,,BW,Canvas,2020-10-28,2020-10-21,109,3,4,11,12,
Business Cards,,BW,,2024-11-09,2024-11-03,,4,5,9,10,Medium
Posters,,Full Color,,2025-06-06,2025-06-05,,4,5,9,11,Low
Brochures,,Full Color,Cardboard,2015-07-28,2015-07-22,36,3,4,8,10,
Banners,210,Full Color,Vinyl,2023-02-06,2023-01-30,180,5,7,10,12,Low
Stickers,217,Full Color,Canvas,2023-07-29,2023-07-26,86,4,5,10,11,
Banners,,Full Color,Glossy Paper,2024-07-27,2024-07-23,72,4,5,8,9,High
Stickers,,BW,Vinyl,2021-05-19,2021-05-16,199,6,7,8,10,High
,499,Full Color,Cardboard,2018-08-22,2018-08-21,174,5,7,10,11,Medium
Stickers,368,BW,Canvas,2022-08-18,2022-08-16,169,4,5,10,11,
Stickers,,Full Color,Canvas,2017-03-20,2017-03-14,175,5,7,11,13,Medium
,478,BW,Cardboard,2021-04-15,2021-04-13,55,6,7,10,11,Low
Banners,,Full Color,Glossy Paper,2019-08-04,2019-07-29,17,3,4,10,11,High
Brochures,,Full Color,Vinyl,2022-12-15,2022-12-11,120,5,6,10,12,High
Flyers,,Full Color,Vinyl,2021-12-02,2021-11-27,,5,6,10,11,Medium
Flyers,295,Full Color,Cardboard,2023-04-12,2023-04-07,139,4,6,9,11,Medium
Brochures,489,Full Color,Vinyl,2019-05-19,2019-05-15,141,6,8,8,10,Low
,832,,Matte Paper,2025-10-15,2025-10-10,149,7,8,10,12,Medium
Stickers,283,Full Color,Cardboard,2019-03-30,2019-03-24,109,6,7,11,13,Low
Stickers,,BW,Canvas,2020-12-01,2020-11-24,198,4,5,9,10,Low
Posters,,BW,Vinyl,2020-10-09,2020-10-06,190,4,5,10,12,High
Brochures,255,Full Color,Canvas,2024-05-07,2024-05-06,86,7,9,9,11,Low
Banners,234,Full Color,Matte Paper,2024-03-21,2024-03-15,116,5,6,9,10,Low
Brochures,,BW,Canvas,2018-02-18,2018-02-14,20,4,6,9,10,Medium
Brochures,,BW,Vinyl,2024-01-10,2024-01-04,18,5,7,9,10,Medium
Business Cards,,BW,Matte Paper,2020-04-26,2020-04-24,176,4,6,10,12,
Brochures,363,Full Color,Canvas,2017-06-26,2017-06-19,57,4,5,9,11,Low
,658,Full Color,Canvas,2016-10-24,2016-10-18,14,6,7,10,11,Low
Flyers,661,Full Color,Matte Paper,2022-09-24,2022-09-21,39,4,6,8,9,Medium
Flyers,290,Full Color,Canvas,2017-05-07,2017-04-30,,3,5,10,11,Medium
Business Cards,,Full Color,Glossy Paper,2021-05-08,2021-05-02,137,4,6,8,10,Low
